"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","Starting Salary","Current Salary","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1227",32,"No","Travel_Frequently",585,"Research & Development",10,3,"Life Sciences",1,1720,1,"Male",56,3,1,"Research Scientist",3,"Married",13732,69440,6,"Y","No",13,3,1,80,1,10,3,2,5,2,1,3
"452",42,"No","Travel_Rarely",319,"Research & Development",24,3,"Medical",1,605,4,"Male",56,3,3,"Manufacturing Director",1,"Married",29624,27800,1,"Y","Yes",21,4,4,80,1,10,5,2,10,9,5,8
"286",37,"No","Travel_Rarely",1372,"Research & Development",1,3,"Life Sciences",1,391,4,"Female",42,3,1,"Research Scientist",4,"Single",8460,63524,1,"Y","No",12,3,2,80,0,17,3,3,17,12,5,7
"138",39,"No","Travel_Rarely",1329,"Sales",4,4,"Life Sciences",1,182,4,"Female",47,2,2,"Sales Executive",3,"Married",23608,58360,4,"Y","No",14,3,3,80,1,17,1,4,15,11,5,9
"1021",47,"No","Travel_Rarely",465,"Research & Development",1,3,"Technical Degree",1,1438,1,"Male",74,3,1,"Research Scientist",4,"Married",13680,40820,7,"Y","No",12,3,3,80,1,17,2,2,6,5,1,2
"1379",42,"No","Travel_Rarely",419,"Sales",12,4,"Marketing",1,1943,2,"Male",77,3,2,"Sales Executive",4,"Divorced",20348,11600,3,"Y","Yes",12,3,3,80,2,14,4,3,0,0,0,0
"1024",56,"No","Travel_Rarely",1255,"Research & Development",1,2,"Life Sciences",1,1441,1,"Female",90,3,1,"Research Scientist",1,"Married",8264,41976,2,"Y","No",22,4,4,80,1,5,3,4,3,2,1,0
"142",45,"No","Travel_Rarely",1316,"Research & Development",29,3,"Medical",1,192,3,"Male",83,3,1,"Research Scientist",4,"Single",13808,39008,5,"Y","No",13,3,2,80,0,9,2,2,6,5,0,3
"1163",35,"Yes","Travel_Rarely",737,"Sales",10,3,"Medical",1,1639,4,"Male",55,2,3,"Sales Executive",1,"Married",41224,86120,9,"Y","No",17,3,3,80,0,15,3,3,13,12,6,0
"268",25,"No","Non-Travel",675,"Research & Development",5,2,"Life Sciences",1,369,2,"Male",85,4,2,"Healthcare Representative",1,"Divorced",16000,73536,1,"Y","No",12,3,4,80,2,6,2,3,6,3,1,5
"1003",35,"No","Travel_Frequently",200,"Research & Development",18,2,"Life Sciences",1,1412,3,"Male",60,3,3,"Manufacturing Director",4,"Single",37448,79776,2,"Y","No",11,3,3,80,0,10,2,3,2,2,2,2
"1453",50,"Yes","Travel_Frequently",878,"Sales",1,4,"Life Sciences",1,2044,2,"Male",94,3,2,"Sales Executive",3,"Divorced",26912,57020,7,"Y","No",12,3,4,80,2,12,3,3,6,3,0,1
"44",27,"No","Travel_Frequently",994,"Sales",8,3,"Life Sciences",1,56,4,"Male",37,3,3,"Sales Executive",3,"Single",34904,11900,1,"Y","No",15,3,4,80,0,9,0,3,9,8,1,7
"527",39,"No","Travel_Rarely",408,"Research & Development",2,4,"Technical Degree",1,721,4,"Female",80,2,2,"Healthcare Representative",3,"Single",18212,83912,1,"Y","No",11,3,1,80,0,20,4,3,20,7,11,10
"298",35,"No","Travel_Rarely",1232,"Sales",16,3,"Marketing",1,406,3,"Male",96,3,3,"Sales Executive",2,"Married",32080,20400,0,"Y","No",15,3,3,80,2,12,3,2,11,9,6,9
"56",33,"No","Travel_Frequently",515,"Research & Development",1,2,"Life Sciences",1,73,1,"Female",98,3,3,"Research Director",4,"Single",53832,60584,1,"Y","Yes",12,3,3,80,0,15,1,3,15,14,8,12
"1088",34,"No","Travel_Rarely",1440,"Sales",7,2,"Technical Degree",1,1541,2,"Male",55,3,1,"Sales Representative",3,"Married",9232,19776,0,"Y","Yes",25,4,2,80,1,12,4,3,11,10,5,7
"927",43,"No","Travel_Rarely",531,"Sales",4,4,"Marketing",1,1293,4,"Female",56,2,3,"Sales Executive",4,"Single",40924,81456,3,"Y","No",14,3,4,80,0,23,3,4,21,7,15,17
"1303",35,"No","Travel_Rarely",185,"Research & Development",23,4,"Medical",1,1826,2,"Male",91,1,1,"Laboratory Technician",3,"Married",10820,38784,0,"Y","No",16,3,2,80,1,6,2,4,5,4,0,3
"291",49,"No","Travel_Frequently",636,"Research & Development",10,4,"Life Sciences",1,396,3,"Female",35,3,5,"Research Director",1,"Single",74660,102376,9,"Y","Yes",11,3,4,80,0,22,4,3,3,2,1,2
"128",19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",1,167,4,"Male",50,3,1,"Sales Representative",3,"Single",6700,107280,1,"Y","Yes",19,3,4,80,0,0,2,2,0,0,0,0
"259",51,"No","Travel_Rarely",833,"Research & Development",1,3,"Life Sciences",1,353,3,"Male",96,3,1,"Research Scientist",4,"Married",10892,92924,1,"Y","No",11,3,2,80,0,1,0,2,1,0,0,0
"1417",38,"No","Travel_Rarely",1321,"Sales",1,4,"Life Sciences",1,1995,4,"Male",86,3,2,"Sales Executive",2,"Married",17760,30544,0,"Y","No",15,3,1,80,2,16,3,3,15,13,5,8
"540",50,"No","Travel_Rarely",316,"Sales",8,4,"Marketing",1,738,4,"Male",54,3,1,"Sales Representative",2,"Married",15500,39932,7,"Y","No",15,3,4,80,1,4,2,3,2,2,2,2
"1100",45,"No","Travel_Rarely",538,"Research & Development",1,4,"Technical Degree",1,1553,1,"Male",66,3,3,"Healthcare Representative",2,"Divorced",29764,83732,1,"Y","No",12,3,1,80,3,10,4,3,10,8,7,7
"1237",36,"Yes","Travel_Rarely",1456,"Sales",13,5,"Marketing",1,1733,2,"Male",96,2,2,"Sales Executive",1,"Divorced",24536,34632,5,"Y","Yes",13,3,2,80,3,16,3,3,2,2,2,2
"748",38,"No","Travel_Rarely",1035,"Sales",3,4,"Life Sciences",1,1036,2,"Male",42,3,2,"Sales Executive",4,"Single",27444,19924,8,"Y","Yes",12,3,3,80,0,19,1,3,1,0,0,0
"884",33,"No","Travel_Rarely",117,"Research & Development",9,3,"Medical",1,1238,1,"Male",60,3,1,"Research Scientist",4,"Married",11124,25244,0,"Y","No",13,3,2,80,1,15,5,3,14,10,4,10
"1219",41,"No","Travel_Rarely",918,"Sales",6,3,"Marketing",1,1708,4,"Male",35,3,3,"Sales Executive",3,"Single",36964,63476,1,"Y","No",12,3,2,80,0,10,3,3,10,8,8,7
"1062",24,"No","Non-Travel",830,"Sales",13,2,"Life Sciences",1,1495,4,"Female",78,3,1,"Sales Representative",2,"Married",8132,28412,1,"Y","No",13,3,3,80,1,1,2,3,1,0,0,0
"516",35,"No","Non-Travel",727,"Research & Development",3,3,"Life Sciences",1,704,3,"Male",41,2,1,"Laboratory Technician",3,"Married",5124,67600,1,"Y","No",18,3,3,80,2,1,3,3,1,0,0,0
"490",43,"No","Travel_Rarely",782,"Research & Development",6,4,"Other",1,661,2,"Male",50,2,4,"Research Director",4,"Divorced",66508,10684,4,"Y","Yes",14,3,3,80,1,21,3,2,1,0,0,0
"32",44,"No","Travel_Rarely",1459,"Research & Development",10,4,"Other",1,40,4,"Male",41,3,2,"Healthcare Representative",4,"Married",25860,76484,2,"Y","Yes",13,3,4,80,0,9,5,4,4,2,1,3
"497",21,"No","Travel_Rarely",1343,"Sales",22,1,"Technical Degree",1,669,3,"Male",49,3,1,"Sales Representative",3,"Single",13788,97776,1,"Y","No",11,3,3,80,0,3,2,3,3,2,1,2
"381",24,"No","Travel_Rarely",1371,"Sales",10,4,"Marketing",1,507,4,"Female",77,3,2,"Sales Executive",3,"Divorced",17040,23660,1,"Y","Yes",12,3,4,80,1,5,2,4,5,2,0,3
"722",50,"No","Travel_Rarely",939,"Research & Development",24,3,"Life Sciences",1,1005,4,"Male",95,3,4,"Manufacturing Director",3,"Married",55892,16644,3,"Y","Yes",18,3,4,80,1,22,2,3,12,11,1,5
"408",45,"No","Travel_Rarely",192,"Research & Development",10,2,"Life Sciences",1,544,1,"Male",69,3,1,"Research Scientist",4,"Married",10616,38620,3,"Y","No",21,4,4,80,2,8,3,2,2,2,0,2
"113",54,"No","Non-Travel",142,"Human Resources",26,3,"Human Resources",1,148,4,"Female",30,4,4,"Manager",4,"Single",69312,55484,2,"Y","Yes",12,3,3,80,0,23,3,3,5,3,4,4
"24",21,"No","Travel_Rarely",391,"Research & Development",15,2,"Life Sciences",1,30,3,"Male",96,3,1,"Research Scientist",4,"Single",4928,77124,1,"Y","No",14,3,4,80,0,0,6,3,0,0,0,0
"992",32,"No","Travel_Rarely",499,"Sales",2,1,"Marketing",1,1396,3,"Male",36,3,2,"Sales Executive",2,"Married",16312,81988,0,"Y","Yes",13,3,1,80,3,4,3,2,3,2,1,2
"1420",42,"No","Travel_Rarely",557,"Research & Development",18,4,"Life Sciences",1,1998,4,"Male",35,3,2,"Research Scientist",1,"Divorced",21640,44756,6,"Y","Yes",17,3,3,80,1,9,3,2,4,3,1,2
"375",28,"No","Travel_Rarely",304,"Sales",9,4,"Life Sciences",1,498,2,"Male",92,3,2,"Sales Executive",4,"Single",21012,83000,1,"Y","No",16,3,4,80,0,7,1,3,7,5,0,7
"1150",27,"No","Travel_Rarely",1302,"Research & Development",19,3,"Other",1,1619,4,"Male",67,2,1,"Laboratory Technician",1,"Divorced",16264,65160,1,"Y","No",11,3,1,80,2,7,3,3,7,7,0,7
"509",35,"No","Travel_Rarely",1017,"Research & Development",6,4,"Life Sciences",1,691,2,"Male",82,1,2,"Research Scientist",4,"Single",26584,77472,1,"Y","No",13,3,2,80,0,17,3,3,17,11,11,8
"1176",39,"No","Travel_Rarely",492,"Research & Development",12,3,"Medical",1,1654,4,"Male",66,3,2,"Manufacturing Director",2,"Married",21180,30772,4,"Y","No",21,4,3,80,0,7,3,3,5,4,1,0
"349",42,"No","Travel_Rarely",810,"Research & Development",23,5,"Life Sciences",1,468,1,"Female",44,3,4,"Research Director",4,"Single",63968,63604,2,"Y","No",14,3,2,80,0,16,2,3,1,0,0,0
"135",26,"No","Travel_Rarely",1355,"Human Resources",25,1,"Life Sciences",1,177,3,"Female",61,3,1,"Human Resources",3,"Married",11768,35664,1,"Y","No",23,4,4,80,1,8,3,3,8,7,5,7
"224",38,"No","Travel_Rarely",119,"Sales",3,3,"Life Sciences",1,307,1,"Male",76,3,3,"Sales Executive",3,"Divorced",42436,38588,0,"Y","No",12,3,3,80,2,17,6,2,16,10,5,13
"1262",38,"No","Travel_Rarely",833,"Research & Development",18,3,"Medical",1,1766,2,"Male",60,1,2,"Healthcare Representative",4,"Married",23244,98156,3,"Y","Yes",16,3,3,80,1,15,2,3,1,0,1,0
"614",34,"No","Travel_Rarely",829,"Human Resources",3,2,"Human Resources",1,847,3,"Male",88,3,1,"Human Resources",4,"Married",14948,8972,0,"Y","No",19,3,3,80,1,4,1,1,3,2,0,2
"6",32,"No","Travel_Frequently",1005,"Research & Development",2,2,"Life Sciences",1,8,4,"Male",79,3,1,"Laboratory Technician",4,"Single",12272,47456,0,"Y","No",13,3,3,80,0,8,2,2,7,7,3,6
"779",46,"No","Travel_Rarely",1003,"Research & Development",8,4,"Life Sciences",1,1080,4,"Female",74,2,2,"Research Scientist",1,"Divorced",18460,84116,8,"Y","Yes",23,4,1,80,3,19,2,3,16,13,1,7
"1230",40,"No","Travel_Rarely",369,"Research & Development",8,2,"Life Sciences",1,1724,2,"Female",92,3,2,"Manufacturing Director",1,"Married",26064,20164,2,"Y","Yes",16,3,2,80,1,18,3,3,1,0,0,0
"1347",45,"No","Travel_Rarely",556,"Research & Development",25,2,"Life Sciences",1,1888,2,"Female",93,2,2,"Manufacturing Director",4,"Married",23624,95552,0,"Y","No",13,3,4,80,2,10,2,2,9,8,3,8
"1218",24,"No","Travel_Rarely",581,"Research & Development",9,3,"Medical",1,1707,3,"Male",62,4,1,"Research Scientist",3,"Married",17604,70464,1,"Y","No",16,3,4,80,1,5,1,3,5,3,0,4
"90",46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",1,118,3,"Male",64,2,3,"Sales Executive",4,"Single",38476,54384,1,"Y","No",16,3,4,80,0,9,3,3,9,8,4,7
"711",33,"No","Non-Travel",722,"Sales",17,3,"Life Sciences",1,992,4,"Male",38,3,4,"Manager",3,"Single",69776,81956,1,"Y","No",11,3,4,80,0,10,2,3,10,8,6,0
"507",37,"No","Travel_Rarely",482,"Research & Development",3,3,"Other",1,689,3,"Male",36,3,3,"Manufacturing Director",3,"Married",37736,38424,1,"Y","No",15,3,3,80,1,10,2,3,10,7,7,8
"1019",36,"No","Travel_Rarely",172,"Research & Development",4,4,"Life Sciences",1,1435,1,"Male",37,2,2,"Laboratory Technician",4,"Single",23240,90416,1,"Y","No",16,3,3,80,0,10,2,2,10,4,1,8
"1084",40,"Yes","Travel_Rarely",676,"Research & Development",9,4,"Life Sciences",1,1534,4,"Male",86,3,1,"Laboratory Technician",1,"Single",8072,87324,3,"Y","No",14,3,2,80,0,15,3,1,5,4,1,0
"1080",39,"No","Travel_Rarely",1089,"Research & Development",6,3,"Life Sciences",1,1525,2,"Female",32,3,3,"Manufacturing Director",2,"Single",33504,36600,4,"Y","No",18,3,4,80,0,9,3,3,2,0,2,2
"29",44,"No","Travel_Rarely",477,"Research & Development",7,4,"Medical",1,36,1,"Female",42,2,3,"Healthcare Representative",4,"Married",40992,8376,3,"Y","No",14,3,4,80,1,24,4,3,22,6,5,17
"93",30,"No","Travel_Rarely",1334,"Sales",4,2,"Medical",1,121,3,"Female",63,2,2,"Sales Executive",2,"Divorced",20836,79040,1,"Y","Yes",12,3,2,80,3,11,4,2,11,8,2,7
"1416",33,"No","Non-Travel",1313,"Research & Development",1,2,"Medical",1,1994,2,"Male",59,2,1,"Laboratory Technician",3,"Divorced",8032,81756,1,"Y","No",12,3,3,80,3,1,2,2,1,1,0,0
"373",35,"No","Travel_Rarely",755,"Research & Development",9,4,"Life Sciences",1,496,3,"Male",97,2,2,"Healthcare Representative",2,"Single",26160,77576,9,"Y","No",19,3,3,80,0,10,5,3,1,1,0,0
"1040",34,"Yes","Travel_Rarely",1107,"Human Resources",9,4,"Technical Degree",1,1467,1,"Female",52,3,1,"Human Resources",3,"Married",10968,12288,1,"Y","No",15,3,4,80,0,2,0,3,2,2,2,2
"1468",27,"No","Travel_Rarely",155,"Research & Development",4,3,"Life Sciences",1,2064,2,"Male",87,4,2,"Manufacturing Director",2,"Married",24568,20696,1,"Y","Yes",20,4,2,80,1,6,0,3,6,2,0,3
"559",32,"No","Travel_Frequently",430,"Research & Development",24,4,"Life Sciences",1,772,1,"Male",80,3,2,"Laboratory Technician",4,"Married",21236,84584,1,"Y","No",15,3,4,80,2,10,2,3,10,8,4,7
"531",27,"No","Travel_Rarely",608,"Research & Development",1,2,"Life Sciences",1,725,3,"Female",68,3,3,"Manufacturing Director",1,"Married",29648,24036,1,"Y","No",11,3,4,80,0,9,3,3,9,7,0,7
"148",41,"No","Travel_Frequently",857,"Research & Development",10,3,"Life Sciences",1,199,4,"Male",91,2,4,"Manager",1,"Divorced",68724,51552,4,"Y","No",13,3,2,80,1,21,2,2,7,6,7,7
"1281",37,"No","Travel_Rarely",1239,"Human Resources",8,2,"Other",1,1794,3,"Male",89,3,2,"Human Resources",2,"Divorced",16284,51328,2,"Y","No",13,3,3,80,0,19,4,2,10,0,4,7
"891",54,"No","Travel_Frequently",966,"Research & Development",1,4,"Life Sciences",1,1245,4,"Female",53,3,3,"Manufacturing Director",3,"Divorced",42008,38636,7,"Y","No",17,3,1,80,1,33,2,1,5,4,1,4
"1446",41,"No","Travel_Rarely",582,"Research & Development",28,4,"Life Sciences",1,2034,1,"Female",60,2,4,"Manufacturing Director",2,"Married",54280,22560,0,"Y","No",23,4,3,80,1,21,3,3,20,7,0,10
"1037",31,"Yes","Travel_Frequently",523,"Research & Development",2,3,"Life Sciences",1,1464,2,"Male",94,3,1,"Laboratory Technician",4,"Married",14888,84324,6,"Y","Yes",13,3,3,80,1,7,2,1,2,2,2,2
"164",57,"No","Travel_Rarely",334,"Research & Development",24,2,"Life Sciences",1,223,3,"Male",83,4,3,"Healthcare Representative",4,"Divorced",37756,93608,3,"Y","Yes",16,3,2,80,1,12,2,1,5,3,1,4
"1214",23,"Yes","Travel_Rarely",427,"Sales",7,3,"Life Sciences",1,1702,3,"Male",99,3,1,"Sales Representative",4,"Divorced",9100,100412,1,"Y","Yes",21,4,2,80,1,3,2,3,3,2,0,2
"187",40,"No","Travel_Rarely",989,"Research & Development",4,1,"Medical",1,253,4,"Female",46,3,5,"Manager",3,"Married",76132,25996,1,"Y","No",14,3,2,80,1,21,2,3,20,8,9,9
"1009",54,"No","Travel_Rarely",971,"Research & Development",1,3,"Medical",1,1422,4,"Female",54,3,4,"Research Director",4,"Single",69312,22608,6,"Y","No",19,3,4,80,0,29,3,2,20,7,12,7
"743",50,"No","Travel_Rarely",804,"Research & Development",9,3,"Life Sciences",1,1030,1,"Male",64,3,1,"Laboratory Technician",4,"Married",9520,80660,4,"Y","No",18,3,2,80,0,8,5,3,1,0,0,0
"451",31,"No","Travel_Rarely",828,"Sales",2,1,"Life Sciences",1,604,2,"Male",77,3,2,"Sales Executive",4,"Single",26328,33384,4,"Y","Yes",13,3,3,80,0,10,2,4,6,5,0,5
"706",39,"No","Travel_Rarely",903,"Sales",2,5,"Life Sciences",1,985,1,"Male",41,4,3,"Sales Executive",3,"Single",31520,10240,0,"Y","No",18,3,4,80,0,9,3,3,8,7,0,7
"1354",34,"Yes","Non-Travel",967,"Research & Development",16,4,"Technical Degree",1,1905,4,"Male",85,1,1,"Research Scientist",1,"Married",9228,57840,1,"Y","Yes",23,4,2,80,1,5,2,3,5,2,3,0
"837",29,"Yes","Travel_Rarely",408,"Sales",23,1,"Life Sciences",1,1165,4,"Female",45,2,3,"Sales Executive",1,"Married",29344,44648,1,"Y","No",13,3,1,80,1,11,3,1,11,8,3,10
"1469",49,"No","Travel_Frequently",1023,"Sales",2,3,"Medical",1,2065,4,"Male",63,2,2,"Sales Executive",2,"Married",21560,52972,2,"Y","No",14,3,4,80,0,17,3,2,9,6,0,8
"330",47,"No","Travel_Rarely",1482,"Research & Development",5,5,"Life Sciences",1,447,4,"Male",42,3,5,"Research Director",3,"Married",73200,65500,4,"Y","No",11,3,2,80,1,21,2,3,3,2,1,1
"279",26,"No","Travel_Frequently",1479,"Research & Development",1,3,"Life Sciences",1,384,3,"Female",84,3,2,"Manufacturing Director",2,"Divorced",25588,107068,1,"Y","No",20,4,1,80,1,6,6,1,6,5,1,4
"438",30,"No","Travel_Rarely",413,"Sales",7,1,"Marketing",1,585,4,"Male",57,3,1,"Sales Representative",2,"Single",11932,73592,0,"Y","No",14,3,1,80,0,4,3,3,3,2,1,2
"50",35,"No","Travel_Rarely",1229,"Research & Development",8,1,"Life Sciences",1,63,4,"Male",36,4,1,"Laboratory Technician",4,"Married",9076,19568,1,"Y","No",19,3,4,80,0,1,2,3,1,0,0,1
"152",35,"No","Travel_Rarely",662,"Sales",1,5,"Marketing",1,204,3,"Male",94,3,3,"Sales Executive",2,"Married",29180,45756,1,"Y","No",13,3,1,80,2,10,3,3,10,8,0,6
"616",27,"No","Non-Travel",443,"Research & Development",3,3,"Medical",1,850,4,"Male",50,3,1,"Research Scientist",4,"Married",6824,66284,1,"Y","No",11,3,3,80,3,0,6,2,0,0,0,0
"785",38,"No","Travel_Rarely",330,"Research & Development",17,1,"Life Sciences",1,1088,3,"Female",65,2,3,"Healthcare Representative",3,"Married",35292,98432,0,"Y","No",18,3,1,80,1,20,4,2,19,9,1,9
"321",27,"No","Travel_Rarely",1377,"Sales",2,3,"Life Sciences",1,437,4,"Male",74,3,2,"Sales Executive",3,"Single",17912,20968,1,"Y","Yes",11,3,1,80,0,5,3,3,5,4,0,4
"817",39,"No","Non-Travel",439,"Research & Development",9,3,"Life Sciences",1,1132,3,"Male",70,3,2,"Laboratory Technician",2,"Single",27128,35080,9,"Y","No",15,3,3,80,0,9,2,2,5,4,0,3
"319",27,"No","Travel_Rarely",1220,"Research & Development",5,3,"Life Sciences",1,434,3,"Female",85,3,1,"Research Scientist",2,"Single",9912,83752,1,"Y","Yes",12,3,2,80,0,4,2,2,4,3,1,2
"81",30,"No","Travel_Rarely",852,"Research & Development",1,1,"Life Sciences",1,104,4,"Male",55,2,2,"Laboratory Technician",4,"Married",20504,63992,1,"Y","Yes",12,3,3,80,2,10,1,2,10,8,3,0
"682",38,"No","Travel_Rarely",1333,"Research & Development",1,3,"Technical Degree",1,950,4,"Female",80,3,3,"Research Director",1,"Married",54328,65168,1,"Y","No",13,3,2,80,1,15,3,3,15,12,5,11
"664",21,"Yes","Travel_Rarely",1427,"Research & Development",18,1,"Other",1,923,4,"Female",65,3,1,"Research Scientist",4,"Single",10772,35480,1,"Y","No",19,3,1,80,0,1,3,2,1,0,0,0
"211",32,"Yes","Travel_Rarely",1045,"Sales",4,4,"Medical",1,291,4,"Male",32,1,3,"Sales Executive",4,"Married",41600,103248,1,"Y","No",11,3,3,80,0,14,2,2,14,8,9,8
"25",34,"Yes","Travel_Rarely",699,"Research & Development",6,1,"Medical",1,31,2,"Male",83,3,1,"Research Scientist",1,"Single",11840,68408,2,"Y","No",11,3,3,80,0,8,2,3,4,2,1,3
"461",26,"No","Travel_Rarely",775,"Sales",29,2,"Medical",1,618,1,"Male",45,3,2,"Sales Executive",3,"Divorced",17224,17068,5,"Y","No",12,3,1,80,2,8,5,3,0,0,0,0
"156",29,"No","Non-Travel",1496,"Research & Development",1,1,"Technical Degree",1,208,4,"Male",41,3,2,"Manufacturing Director",3,"Married",17276,105132,1,"Y","No",13,3,1,80,1,10,1,3,10,7,0,9
"1119",26,"No","Travel_Rarely",474,"Research & Development",3,3,"Life Sciences",1,1581,1,"Female",89,3,1,"Research Scientist",4,"Married",8244,44532,1,"Y","No",21,4,1,80,0,1,5,3,1,0,0,0
"1210",60,"No","Travel_Rarely",370,"Research & Development",1,4,"Medical",1,1697,3,"Male",92,1,3,"Healthcare Representative",4,"Divorced",43532,81868,3,"Y","No",20,4,3,80,1,19,2,4,1,0,0,0
"643",38,"No","Travel_Rarely",395,"Sales",9,3,"Marketing",1,893,2,"Male",98,2,1,"Sales Representative",2,"Married",11596,48408,0,"Y","No",19,3,4,80,1,3,3,3,2,2,1,2
"580",34,"No","Travel_Rarely",121,"Research & Development",2,4,"Medical",1,804,3,"Female",86,2,1,"Research Scientist",1,"Single",17524,30120,1,"Y","No",11,3,3,80,0,6,3,3,6,5,1,3
"368",50,"No","Travel_Rarely",1046,"Research & Development",10,3,"Technical Degree",1,491,4,"Male",100,2,3,"Healthcare Representative",4,"Single",41984,11020,6,"Y","No",15,3,4,80,0,20,2,3,4,3,1,3
"297",18,"Yes","Travel_Rarely",230,"Research & Development",3,3,"Life Sciences",1,405,3,"Male",54,3,1,"Laboratory Technician",3,"Single",5680,100932,1,"Y","No",13,3,3,80,0,0,2,3,0,0,0,0
"566",23,"No","Travel_Rarely",310,"Research & Development",10,1,"Medical",1,784,1,"Male",79,4,1,"Research Scientist",3,"Single",14020,78520,1,"Y","No",18,3,4,80,0,2,3,3,2,2,0,2
"1063",44,"No","Travel_Frequently",1193,"Research & Development",2,1,"Medical",1,1496,2,"Male",86,3,3,"Manufacturing Director",3,"Single",40836,78876,5,"Y","Yes",18,3,2,80,0,16,2,2,2,2,2,2
"712",29,"Yes","Travel_Rarely",906,"Research & Development",10,3,"Life Sciences",1,994,4,"Female",92,2,1,"Research Scientist",1,"Single",9616,45916,6,"Y","Yes",20,4,3,80,0,3,5,3,0,0,0,0
"534",40,"No","Travel_Frequently",580,"Sales",5,4,"Life Sciences",1,729,4,"Male",48,2,3,"Sales Executive",1,"Married",41900,95088,5,"Y","Yes",21,4,3,80,1,20,2,3,18,13,1,12
"419",26,"No","Travel_Rarely",1349,"Research & Development",23,3,"Life Sciences",1,560,1,"Female",90,3,1,"Research Scientist",4,"Divorced",11544,12128,1,"Y","No",22,4,2,80,2,3,3,1,3,2,0,2
"1374",38,"No","Travel_Frequently",1394,"Research & Development",8,3,"Medical",1,1937,4,"Female",58,2,2,"Research Scientist",2,"Divorced",8532,72460,1,"Y","Yes",16,3,3,80,1,20,3,3,20,11,0,7
"10",36,"No","Travel_Rarely",1299,"Research & Development",27,3,"Medical",1,13,3,"Male",94,3,2,"Healthcare Representative",3,"Married",20948,66308,6,"Y","No",13,3,2,80,2,17,3,2,7,7,7,7
"1431",38,"No","Travel_Rarely",201,"Research & Development",10,3,"Medical",1,2015,2,"Female",99,1,3,"Research Director",3,"Married",52824,13504,3,"Y","No",12,3,1,80,1,20,3,3,18,16,1,11
"1064",29,"No","Travel_Rarely",1246,"Sales",19,3,"Life Sciences",1,1497,3,"Male",77,2,2,"Sales Executive",3,"Divorced",34480,95028,1,"Y","No",14,3,3,80,2,10,3,3,10,7,0,4
"217",30,"Yes","Travel_Frequently",334,"Sales",26,4,"Marketing",1,299,3,"Female",52,2,2,"Sales Executive",1,"Single",26784,91868,5,"Y","No",15,3,3,80,0,9,5,2,6,3,0,1
"79",37,"No","Travel_Rarely",397,"Research & Development",7,4,"Medical",1,102,1,"Male",30,3,3,"Research Director",3,"Single",54656,101032,4,"Y","No",13,3,1,80,0,16,3,4,5,2,0,2
"514",20,"Yes","Travel_Rarely",1362,"Research & Development",10,1,"Medical",1,701,4,"Male",32,3,1,"Research Scientist",3,"Single",4036,107996,1,"Y","Yes",11,3,4,80,0,1,5,3,1,0,1,1
"386",30,"Yes","Travel_Frequently",464,"Research & Development",4,3,"Technical Degree",1,514,3,"Male",40,3,1,"Research Scientist",4,"Single",9140,13708,9,"Y","Yes",23,4,3,80,0,3,4,3,1,0,0,0
"506",26,"No","Travel_Rarely",991,"Research & Development",6,3,"Life Sciences",1,686,3,"Female",71,3,1,"Laboratory Technician",4,"Married",10636,71036,1,"Y","Yes",13,3,3,80,1,3,2,3,3,2,0,2
"1173",29,"No","Travel_Rarely",469,"Sales",10,3,"Medical",1,1650,3,"Male",42,2,2,"Sales Executive",3,"Single",23476,93652,9,"Y","No",11,3,3,80,0,8,2,3,5,2,1,4
"177",33,"No","Travel_Rarely",134,"Research & Development",2,3,"Life Sciences",1,242,3,"Male",90,3,1,"Research Scientist",4,"Single",10000,42060,0,"Y","No",14,3,1,80,0,4,2,4,3,1,0,2
"813",43,"No","Travel_Frequently",1082,"Research & Development",27,3,"Life Sciences",1,1126,3,"Female",83,3,3,"Manufacturing Director",1,"Married",43280,46140,8,"Y","No",11,3,3,80,1,18,1,3,8,7,0,1
"1107",30,"Yes","Travel_Rarely",740,"Sales",1,3,"Life Sciences",1,1562,2,"Male",64,2,2,"Sales Executive",1,"Married",38856,21292,1,"Y","No",11,3,4,80,1,10,4,3,10,8,6,7
"261",32,"No","Travel_Frequently",1311,"Research & Development",7,3,"Life Sciences",1,359,2,"Male",100,4,1,"Laboratory Technician",2,"Married",11176,104248,1,"Y","No",20,4,3,80,0,5,3,1,5,1,0,3
"1077",54,"No","Travel_Frequently",1050,"Research & Development",11,4,"Medical",1,1520,2,"Female",87,3,4,"Manager",4,"Divorced",64128,97824,3,"Y","No",20,4,1,80,1,26,2,3,14,9,1,12
"182",34,"No","Travel_Rarely",629,"Research & Development",27,2,"Medical",1,247,4,"Female",95,3,1,"Research Scientist",2,"Single",9244,22844,2,"Y","No",15,3,4,80,0,9,3,3,3,2,1,2
